,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
1800,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
3600,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
5400,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
7200,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
9000,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
10800,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
12600,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
14400,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
16200,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
18000,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
19800,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
21600,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
23400,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
25200,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
27000,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
28800,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
30600,1.5433935,1.4747211,0.5948539,0.5848233,0.52888155,0.45133427,0.34716758,0.3047286,0.2642202,0.1543224,0.11574179,0.07253061,0.06938942,0.021936582,0.00033096792,0.03780185,-0.10454636,-0.20832698,-0.2129576,0.60132337,0.109180674,0.037422284,0.38895395,0.2505585,0.18728621,-0.08378125,-0.014336745,0.014213315,0.05776207,0.03538423,0.007606396,-0.020171441,0.02827428,0.09038823
